5030704,304,48,48,41,-14,0,2,-4,0,10,-9,0,-3,0,0,0,5,5,-2,3,0,3,1,0,9,0,23,-15,0,2,-4,0,11,-9,0,-3
5030704,304,48,48,-14,0,2,-4,0,10,-9,0,-3,0,0,0,5,5,-2,3,0,3,1,0,9,0,23,-15,0,2,-4,0,11,-9,0,-3,-3
5030704,304,48,48,0,2,-4,0,10,-9,0,-3,0,0,0,5,5,-2,3,0,3,1,0,9,0,23,-15,0,2,-4,0,11,-9,0,-3,-3,0
4677506,386,130,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,15,0,0,0,0,26,0
5030704,304,48,48,2,-4,0,10,-9,0,-3,0,0,0,5,5,-2,3,0,3,1,0,9,0,23,-15,0,2,-4,0,11,-9,0,-3,-3,0,0
4695702,150,150,22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4292394,298,42,42,-2,-1,-2,-1,-2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4292394,298,42,42,-1,-2,-1,-2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4295394,226,226,98,0,0,0,0,0,0,0,0,0,0,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0
4295472,304,48,48,0,0,0,0,0,-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0
4295472,304,48,48,0,0,0,0,-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0
5030704,304,48,48,-4,0,10,-9,0,-3,0,0,0,5,5,-2,3,0,3,1,0,9,0,23,-15,0,2,-4,0,11,-9,0,-3,-3,0,0,0
4677994,362,106,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,48,-45,0,0,0
5030704,304,48,48,0,10,-9,0,-3,0,0,0,5,5,-2,3,0,3,1,0,9,0,23,-15,0,2,-4,0,11,-9,0,-3,-3,0,0,0,5
5030704,304,48,48,10,-9,0,-3,0,0,0,5,5,-2,3,0,3,1,0,9,0,23,-15,0,2,-4,0,11,-9,0,-3,-3,0,0,0,5,5
5030704,304,48,48,-9,0,-3,0,0,0,5,5,-2,3,0,3,1,0,9,0,23,-15,0,2,-4,0,11,-9,0,-3,-3,0,0,0,5,5,-2
5030704,304,48,48,0,-3,0,0,0,5,5,-2,3,0,3,1,0,9,0,23,-15,0,2,-4,0,11,-9,0,-3,-3,0,0,0,5,5,-2,-1
5030704,304,48,48,-3,0,0,0,5,5,-2,3,0,3,1,0,9,0,23,-15,0,2,-4,0,11,-9,0,-3,-3,0,0,0,5,5,-2,-1,4
5030704,304,48,48,0,0,0,5,5,-2,3,0,3,1,0,9,0,23,-15,0,2,-4,0,11,-9,0,-3,-3,0,0,0,5,5,-2,-1,4,-7
5030704,304,48,48,0,0,5,5,-2,3,0,3,1,0,9,0,23,-15,0,2,-4,0,11,-9,0,-3,-3,0,0,0,5,5,-2,-1,4,-7,0
5030704,304,48,48,0,5,5,-2,3,0,3,1,0,9,0,23,-15,0,2,-4,0,11,-9,0,-3,-3,0,0,0,5,5,-2,-1,4,-7,0,3
5030704,304,48,48,5,5,-2,3,0,3,1,0,9,0,23,-15,0,2,-4,0,11,-9,0,-3,-3,0,0,0,5,5,-2,-1,4,-7,0,3,1
5030704,304,48,48,5,-2,3,0,3,1,0,9,0,23,-15,0,2,-4,0,11,-9,0,-3,-3,0,0,0,5,5,-2,-1,4,-7,0,3,1,-2
5030704,304,48,48,-2,3,0,3,1,0,9,0,23,-15,0,2,-4,0,11,-9,0,-3,-3,0,0,0,5,5,-2,-1,4,-7,0,3,1,-2,0
5030704,304,48,48,3,0,3,1,0,9,0,23,-15,0,2,-4,0,11,-9,0,-3,-3,0,0,0,5,5,-2,-1,4,-7,0,3,1,-2,0,0
5030704,304,48,48,0,3,1,0,9,0,23,-15,0,2,-4,0,11,-9,0,-3,-3,0,0,0,5,5,-2,-1,4,-7,0,3,1,-2,0,0,0
4677907,275,19,19,3,0,0,3,0,3,0,0,3,0,3,0,0,3,-28,3,0,0,0,0,3,0,40,0,0,0,3,0,0,3,0,0,0
5030704,304,48,48,3,1,0,9,0,23,-15,0,2,-4,0,11,-9,0,-3,-3,0,0,0,5,5,-2,-1,4,-7,0,3,1,-2,0,0,0,23
5030704,304,48,48,1,0,9,0,23,-15,0,2,-4,0,11,-9,0,-3,-3,0,0,0,5,5,-2,-1,4,-7,0,3,1,-2,0,0,0,23,-14
5030704,304,48,48,0,9,0,23,-15,0,2,-4,0,11,-9,0,-3,-3,0,0,0,5,5,-2,-1,4,-7,0,3,1,-2,0,0,0,23,-14,0
5030704,304,48,48,9,0,23,-15,0,2,-4,0,11,-9,0,-3,-3,0,0,0,5,5,-2,-1,4,-7,0,3,1,-2,0,0,0,23,-14,0,0
5030704,304,48,48,0,23,-15,0,2,-4,0,11,-9,0,-3,-3,0,0,0,5,5,-2,-1,4,-7,0,3,1,-2,0,0,0,23,-14,0,0,0
5030704,304,48,48,23,-15,0,2,-4,0,11,-9,0,-3,-3,0,0,0,5,5,-2,-1,4,-7,0,3,1,-2,0,0,0,23,-14,0,0,0,0
4677506,386,130,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,15,0,0,0,0,26,0,-62
5030704,304,48,48,-15,0,2,-4,0,11,-9,0,-3,-3,0,0,0,5,5,-2,-1,4,-7,0,3,1,-2,0,0,0,23,-14,0,0,0,0,10
5030704,304,48,48,0,2,-4,0,11,-9,0,-3,-3,0,0,0,5,5,-2,-1,4,-7,0,3,1,-2,0,0,0,23,-14,0,0,0,0,10,-9
5030704,304,48,48,2,-4,0,11,-9,0,-3,-3,0,0,0,5,5,-2,-1,4,-7,0,3,1,-2,0,0,0,23,-14,0,0,0,0,10,-9,0
5030704,304,48,48,-4,0,11,-9,0,-3,-3,0,0,0,5,5,-2,-1,4,-7,0,3,1,-2,0,0,0,23,-14,0,0,0,0,10,-9,0,-3
5030704,304,48,48,0,11,-9,0,-3,-3,0,0,0,5,5,-2,-1,4,-7,0,3,1,-2,0,0,0,23,-14,0,0,0,0,10,-9,0,-3,0
5030704,304,48,48,11,-9,0,-3,-3,0,0,0,5,5,-2,-1,4,-7,0,3,1,-2,0,0,0,23,-14,0,0,0,0,10,-9,0,-3,0,0
4695702,150,150,22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4292415,319,63,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1
4292394,298,42,42,-2,-1,-2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4295394,226,226,98,0,0,0,0,0,0,0,0,0,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0
4295472,304,48,48,0,0,0,-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0
4295472,304,48,48,0,0,-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,58
5030704,304,48,48,-9,0,-3,-3,0,0,0,5,5,-2,-1,4,-7,0,3,1,-2,0,0,0,23,-14,0,0,0,0,10,-9,0,-3,0,0,0
4677994,362,106,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,48,-45,0,0,0,0
5030704,304,48,48,0,-3,-3,0,0,0,5,5,-2,-1,4,-7,0,3,1,-2,0,0,0,23,-14,0,0,0,0,10,-9,0,-3,0,0,0,0
5030704,304,48,48,-3,-3,0,0,0,5,5,-2,-1,4,-7,0,3,1,-2,0,0,0,23,-14,0,0,0,0,10,-9,0,-3,0,0,0,0,0
4695702,150,150,22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4292394,298,42,42,-1,-2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4292415,319,63,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1
4292394,298,42,42,-2,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4295394,226,226,98,0,0,0,0,0,0,0,0,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0
4295472,304,48,48,0,-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,58,0
5030704,304,48,48,-3,0,0,0,5,5,-2,-1,4,-7,0,3,1,-2,0,0,0,23,-14,0,0,0,0,10,-9,0,-3,0,0,0,0,0,0
4677994,362,106,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,48,-45,0,0,0,0,0
5030704,304,48,48,0,0,0,5,5,-2,-1,4,-7,0,3,1,-2,0,0,0,23,-14,0,0,0,0,10,-9,0,-3,0,0,0,0,0,0,4
5030704,304,48,48,0,0,5,5,-2,-1,4,-7,0,3,1,-2,0,0,0,23,-14,0,0,0,0,10,-9,0,-3,0,0,0,0,0,0,4,5
5030704,304,48,48,0,5,5,-2,-1,4,-7,0,3,1,-2,0,0,0,23,-14,0,0,0,0,10,-9,0,-3,0,0,0,0,0,0,4,5,-2
4677907,275,19,19,0,0,3,0,3,0,0,3,0,3,0,0,3,-28,3,0,0,0,0,3,0,40,0,0,0,3,0,0,3,0,0,0,0
5030704,304,48,48,5,5,-2,-1,4,-7,0,3,1,-2,0,0,0,23,-14,0,0,0,0,10,-9,0,-3,0,0,0,0,0,0,4,5,-2,-1
4677907,275,19,19,0,3,0,3,0,0,3,0,3,0,0,3,-28,3,0,0,0,0,3,0,40,0,0,0,3,0,0,3,0,0,0,0,3
5030704,304,48,48,5,-2,-1,4,-7,0,3,1,-2,0,0,0,23,-14,0,0,0,0,10,-9,0,-3,0,0,0,0,0,0,4,5,-2,-1,-3
4705603,323,67,67,0,1,2,1,5,2,3,2,1,0,6,2,1,2,2,1,4,1,2,0,5,2,3,3,2,1,2,2,0,1,2,1,4
5030704,304,48,48,-2,-1,4,-7,0,3,1,-2,0,0,0,23,-14,0,0,0,0,10,-9,0,-3,0,0,0,0,0,0,4,5,-2,-1,-3,0
5030704,304,48,48,-1,4,-7,0,3,1,-2,0,0,0,23,-14,0,0,0,0,10,-9,0,-3,0,0,0,0,0,0,4,5,-2,-1,-3,0,3
5030704,304,48,48,4,-7,0,3,1,-2,0,0,0,23,-14,0,0,0,0,10,-9,0,-3,0,0,0,0,0,0,4,5,-2,-1,-3,0,3,1
5030704,304,48,48,-7,0,3,1,-2,0,0,0,23,-14,0,0,0,0,10,-9,0,-3,0,0,0,0,0,0,4,5,-2,-1,-3,0,3,1,-2
5030704,304,48,48,0,3,1,-2,0,0,0,23,-14,0,0,0,0,10,-9,0,-3,0,0,0,0,0,0,4,5,-2,-1,-3,0,3,1,-2,0
5030704,304,48,48,3,1,-2,0,0,0,23,-14,0,0,0,0,10,-9,0,-3,0,0,0,0,0,0,4,5,-2,-1,-3,0,3,1,-2,0,0
5030704,304,48,48,1,-2,0,0,0,23,-14,0,0,0,0,10,-9,0,-3,0,0,0,0,0,0,4,5,-2,-1,-3,0,3,1,-2,0,0,-21
4677907,275,19,19,3,0,3,0,0,3,0,3,0,0,3,-28,3,0,0,0,0,3,0,40,0,0,0,3,0,0,3,0,0,0,0,3,0
5030704,304,48,48,-2,0,0,0,23,-14,0,0,0,0,10,-9,0,-3,0,0,0,0,0,0,4,5,-2,-1,-3,0,3,1,-2,0,0,-21,0
5030704,304,48,48,0,0,0,23,-14,0,0,0,0,10,-9,0,-3,0,0,0,0,0,0,4,5,-2,-1,-3,0,3,1,-2,0,0,-21,0,0
5030704,304,48,48,0,0,23,-14,0,0,0,0,10,-9,0,-3,0,0,0,0,0,0,4,5,-2,-1,-3,0,3,1,-2,0,0,-21,0,0,9
5030704,304,48,48,0,23,-14,0,0,0,0,10,-9,0,-3,0,0,0,0,0,0,4,5,-2,-1,-3,0,3,1,-2,0,0,-21,0,0,9,2
5030704,304,48,48,23,-14,0,0,0,0,10,-9,0,-3,0,0,0,0,0,0,4,5,-2,-1,-3,0,3,1,-2,0,0,-21,0,0,9,2,-4
5030704,304,48,48,-14,0,0,0,0,10,-9,0,-3,0,0,0,0,0,0,4,5,-2,-1,-3,0,3,1,-2,0,0,-21,0,0,9,2,-4,-5
4677506,386,130,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,15,0,0,0,0,26,0,-62,0
5030704,304,48,48,0,0,0,0,10,-9,0,-3,0,0,0,0,0,0,4,5,-2,-1,-3,0,3,1,-2,0,0,-21,0,0,9,2,-4,-5,0
4693003,11,11,11,6,3,3,3,9,3,0,3,3,6,0,3,3,3,3,3,6,3,3,0,9,3,6,0,3,3,3,3,9,0,3,3,6
5030704,304,48,48,0,0,0,10,-9,0,-3,0,0,0,0,0,0,4,5,-2,-1,-3,0,3,1,-2,0,0,-21,0,0,9,2,-4,-5,0,0
5030704,304,48,48,0,0,10,-9,0,-3,0,0,0,0,0,0,4,5,-2,-1,-3,0,3,1,-2,0,0,-21,0,0,9,2,-4,-5,0,0,5
5030704,304,48,48,0,10,-9,0,-3,0,0,0,0,0,0,4,5,-2,-1,-3,0,3,1,-2,0,0,-21,0,0,9,2,-4,-5,0,0,5,-3
5030704,304,48,48,10,-9,0,-3,0,0,0,0,0,0,4,5,-2,-1,-3,0,3,1,-2,0,0,-21,0,0,9,2,-4,-5,0,0,5,-3,0
5030704,304,48,48,-9,0,-3,0,0,0,0,0,0,4,5,-2,-1,-3,0,3,1,-2,0,0,-21,0,0,9,2,-4,-5,0,0,5,-3,0,0
5030704,304,48,48,0,-3,0,0,0,0,0,0,4,5,-2,-1,-3,0,3,1,-2,0,0,-21,0,0,9,2,-4,-5,0,0,5,-3,0,0,0
4695702,150,150,22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4292394,298,42,42,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4292415,319,63,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1
4295394,226,226,98,0,0,0,0,0,0,0,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0
4295472,304,48,48,-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,58,0,0
5030704,304,48,48,-3,0,0,0,0,0,0,4,5,-2,-1,-3,0,3,1,-2,0,0,-21,0,0,9,2,-4,-5,0,0,5,-3,0,0,0,0
4677994,362,106,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,48,-45,0,0,0,0,0,0
5030704,304,48,48,0,0,0,0,0,0,4,5,-2,-1,-3,0,3,1,-2,0,0,-21,0,0,9,2,-4,-5,0,0,5,-3,0,0,0,0,-27
4677506,386,130,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,15,0,0,0,0,26,0,-62,0,0
5030704,304,48,48,0,0,0,0,0,4,5,-2,-1,-3,0,3,1,-2,0,0,-21,0,0,9,2,-4,-5,0,0,5,-3,0,0,0,0,-27,0
4695702,150,150,22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
4292394,298,42,42,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4292394,298,42,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4295394,226,226,98,0,0,0,0,0,0,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0
4295472,304,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,58,0,0,0
5030704,304,48,48,0,0,0,0,4,5,-2,-1,-3,0,3,1,-2,0,0,-21,0,0,9,2,-4,-5,0,0,5,-3,0,0,0,0,-27,0,0
4677994,362,106,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,48,-45,0,0,0,0,0,0,0
5030704,304,48,48,0,0,0,4,5,-2,-1,-3,0,3,1,-2,0,0,-21,0,0,9,2,-4,-5,0,0,5,-3,0,0,0,0,-27,0,0,5
5030704,304,48,48,0,0,4,5,-2,-1,-3,0,3,1,-2,0,0,-21,0,0,9,2,-4,-5,0,0,5,-3,0,0,0,0,-27,0,0,5,5
5030704,304,48,48,0,4,5,-2,-1,-3,0,3,1,-2,0,0,-21,0,0,9,2,-4,-5,0,0,5,-3,0,0,0,0,-27,0,0,5,5,-2
5030704,304,48,48,4,5,-2,-1,-3,0,3,1,-2,0,0,-21,0,0,9,2,-4,-5,0,0,5,-3,0,0,0,0,-27,0,0,5,5,-2,-1
